split,region,distance,axis,y_true,mean,total_variance,pit,crps
random,in,0.000982,11.32174,0.1198785,0.1197768,0.0003878048155456,0.50206,0.00460231
random,in,2e-05,8.926467,0.26278768,0.26346093,5.5927033827174455e-05,0.464133,0.00177184
random,in,2e-06,4.124181,0.09736582,0.10167138,0.0002857579675037,0.399477,0.00438561
random,in,7.8e-05,8.466034,0.25304768,0.25987178,0.0004039913765154,0.367111,0.00561269
random,in,2e-05,9.601457,0.15221948,0.15651755,8.97209465620108e-05,0.325001,0.00297856
random,in,2.3e-05,10.164041,0.19377629,0.18830922,0.0002535501844249,0.634328,0.00446275
random,in,0.0,9.68171,0.27744763,0.29782337,0.0002530089695937,0.100099,0.01290949
random,in,3.4e-05,6.894501,0.14215168,0.14268631,0.0004167621373198,0.489554,0.00477641
random,in,0.000298,10.609905,0.15142951,0.16396584,0.0002481797419022,0.213083,0.00746399
random,in,4e-05,9.927572,0.23320754,0.23158832,4.306920163799077e-05,0.597442,0.00169225
random,in,3.1e-05,9.523336,0.36373053,0.35131618,6.296655192272738e-05,0.941147,0.00833831
random,in,0.000107,9.478205,0.34533029,0.34581342,4.436715971678496e-05,0.471089,0.00157059
random,in,4.6e-05,9.992341,0.20691468,0.20871945,8.544498268747702e-05,0.422601,0.00230032
random,in,0.000156,7.920611,0.32397636,0.31456077,0.0001289336651097,0.796507,0.00560141
random,in,5.5e-05,7.701573,0.15777409,0.1396542,0.0003842053702101,0.822369,0.01082507
random,in,4.1e-05,8.20512,0.40820333,0.39082828,0.000241732224822,0.868116,0.01066402
random,in,9.7e-05,10.278319,0.24430746,0.24246247,8.345070091309026e-05,0.580028,0.00228299
random,in,2.1e-05,9.787664,0.27057917,0.2700423,4.064921085955575e-05,0.533554,0.00150799
random,in,4.9e-05,7.851115,0.32250623,0.32639569,0.0001384162460453,0.370475,0.00325778
random,in,9e-06,9.233938,0.21578719,0.21203187,6.657850462943316e-05,0.677326,0.00258444
random,in,1.1e-05,9.063807,0.24541591,0.24211614,4.9909926019608974e-05,0.679778,0.00225492
random,in,4.4e-05,10.84362,0.23993436,0.24320379,0.0002390466543147,0.416264,0.00388798
random,in,4e-06,10.119281,0.16893013,0.17864752,5.2793966460740194e-05,0.090548,0.00622875
random,in,0.000117,7.976954,0.13067499,0.10764396,0.0004444989899639,0.862669,0.01407337
random,in,0.000627,11.96965,0.18110094,0.1617378,0.0003270613087806,0.857844,0.01178909
random,in,8.5e-05,9.610819,0.22042134,0.21751936,4.67999852844514e-05,0.66429,0.00208259
random,in,4.4e-05,8.174817,0.18376147,0.1751883,9.971335384761916e-05,0.804705,0.0051021
random,in,0.000422,8.447856,0.23958724,0.23784097,6.065730121918023e-05,0.588706,0.00197563
random,in,1.6e-05,9.458922,0.27692799,0.26889506,3.839881901512854e-05,0.902569,0.00510549
random,in,0.000212,9.115774,0.26681592,0.27476773,0.0001275016547879,0.240648,0.00478487
random,in,1.1e-05,7.818113,0.24355315,0.23980901,0.0001605693832971,0.616184,0.00339946
random,in,0.000165,8.146298,0.23359355,0.22734043,0.0001023785662255,0.731714,0.00385902
random,in,1.7e-05,9.24129,0.20360056,0.20538226,9.156021405942738e-05,0.426144,0.00236813
random,in,4.5e-05,9.882126,0.20753754,0.20611694,4.297566192690283e-05,0.585779,0.00165434
random,in,0.000168,9.768498,0.26266467,0.25215426,4.919161438010633e-05,0.933006,0.00696582
random,in,2.7e-05,8.855129,0.18852168,0.19934496,0.0002412255416857,0.242944,0.00652248
random,in,0.001051,4.107938,0.26575629,0.26229352,0.0001285485341213,0.619975,0.00306828
random,in,0.000986,11.043407,0.12335199,0.10728537,0.0002488706959411,0.845767,0.00970384
random,in,0.000103,9.570973,0.17369815,0.16764045,0.0003323261043988,0.630167,0.00505596
random,in,7.7e-05,7.770414,0.35244953,0.34083161,0.0002058741811197,0.790945,0.00691367
random,in,1.7e-05,8.961878,0.13029384,0.13813488,0.0002246360090794,0.300432,0.00510277
random,in,5.6e-05,10.766682,0.1813326,0.19630769,0.0004968243883922,0.250842,0.00907826
random,in,2.3e-05,10.271462,0.22981978,0.23082778,0.0001008137187454,0.460016,0.00238678
random,in,0.0001,7.681294,0.31079701,0.30236048,0.000460467650555,0.652898,0.0063212
random,in,3.1e-05,9.468391,0.26506919,0.25165364,0.0001791317627066,0.841914,0.00808463
random,in,0.000195,7.914906,0.12929317,0.17907181,0.0003052698739338,0.002192,0.03994367
random,in,5.4e-05,10.027882,0.19507402,0.19255108,4.239428017172031e-05,0.650801,0.00190681
random,in,5.5e-05,9.342825,0.28050274,0.2726098,0.0001279034622712,0.757382,0.00475551
random,in,3e-06,9.464638,0.32832205,0.33519724,8.564053860027343e-05,0.228764,0.00411157
random,in,0.001459,11.429334,0.13836766,0.15277889,0.0002942020364571,0.200401,0.00857358
random,in,0.000351,6.24804,0.13583072,0.14424147,0.0002213880507042,0.285944,0.00532495
random,in,4.2e-05,6.618901,0.15604741,0.15024728,0.0003243164974264,0.626301,0.00494744
random,in,0.000238,8.132991,0.22773691,0.2213728,8.14606828498654e-05,0.759633,0.00382882
random,in,0.000109,9.707146,0.28783554,0.28753915,6.343416316667572e-05,0.514843,0.00186568
random,in,4.1e-05,7.52,0.21188028,0.21901333,0.000109781329229,0.248003,0.00431438
random,in,6.7e-05,6.245908,0.37961777,0.30993083,0.0016790140653029,0.955499,0.04806504
random,in,2.9e-05,8.796839,0.22798015,0.21638086,0.0001320495211984,0.843608,0.0069968
random,in,0.000135,5.307217,0.28655819,0.28205532,0.0002780540962703,0.606434,0.00437902
random,in,0.000385,7.603105,0.23157691,0.22976795,0.0001010108244372,0.571419,0.00247827
random,in,0.000322,9.102636,0.22442307,0.2301935,0.0001637476234463,0.326016,0.00401131
random,in,1.5e-05,10.191926,0.23992441,0.25099427,4.949250433128327e-05,0.057799,0.00744873
random,in,6.5e-05,6.754494,0.33911359,0.34010255,0.0002948065521195,0.477034,0.00403525
random,in,0.000136,9.921747,0.28474757,0.29597944,0.000104605431261,0.136062,0.0068702
random,in,6.5e-05,10.005501,0.17145905,0.17216116,6.322980334516615e-05,0.46482,0.00188299
random,in,0.00048,7.581775,0.13228554,0.1318197,0.000249611766776,0.511761,0.00369765
random,in,5.5e-05,7.912781,0.22341668,0.23203585,0.0008112503564916,0.381092,0.00768889
random,in,2.8e-05,10.046718,0.32208193,0.32068175,5.800996586913243e-05,0.572929,0.00188232
random,in,1e-05,10.141179,0.28871334,0.29310283,6.210397987160832e-05,0.288764,0.00279259
random,in,0.000293,4.634969,0.28577489,0.27964157,0.0001556659699417,0.688494,0.0040949
random,in,0.000311,4.116841,0.27992799,0.2772122,0.0002276829472975,0.571417,0.00372074
random,in,0.000662,8.726823,0.27740617,0.28299809,0.0001740543666528,0.335835,0.00401479
random,in,2.6e-05,8.944079,0.21564684,0.20914802,6.535528518725187e-05,0.789268,0.00386806
random,in,5e-05,4.977524,0.20438628,0.2061753,0.0002839035005308,0.457721,0.00401334
random,in,4.5e-05,9.835672,0.25574613,0.23728161,0.0002891953045036,0.861212,0.01127027
random,in,1.1e-05,9.215774,0.18889712,0.18319675,0.000277308281511,0.633942,0.00466257
random,in,0.000116,7.694247,0.15465134,0.19234826,0.0011606281623244,0.134251,0.02309162
random,in,0.001082,11.182996,0.16540386,0.15606305,0.0002770408755168,0.712667,0.0059278
random,in,0.000299,7.142453,0.30013878,0.30779779,0.0002536680258344,0.3153,0.00516372
random,in,8.4e-05,6.470538,0.11054881,0.0782247,0.0009009273489937,0.859241,0.01970051
random,in,0.000218,8.047024,0.32453124,0.3330113,0.0001226679014507,0.221941,0.00505906
random,in,0.000425,11.189871,0.25549675,0.24447162,0.0002594596589915,0.753158,0.00666258
random,in,0.000102,9.612322,0.33774848,0.33736241,0.0001049325801432,0.515032,0.0023997
random,in,0.000103,6.376639,0.20688402,0.17456046,0.0003389309858903,0.960435,0.02252387
random,in,0.000193,7.235812,0.3325993,0.32666177,0.000282478518784,0.638059,0.00475595
random,in,5.2e-05,9.119788,0.20493656,0.20956221,0.000245771894697,0.383975,0.00420424
random,in,1.3e-05,5.477609,0.27382223,0.27828842,0.0002393673057667,0.386416,0.00412641
random,in,0.000112,8.030426,0.1430063,0.15137802,0.0002023008710239,0.278067,0.00523486
random,in,2.4e-05,10.018668,0.22110704,0.22075851,3.672393359011039e-05,0.522932,0.00142419
random,in,0.00012,4.664913,0.09075052,0.11969157,0.0005061885458417,0.099161,0.01835638
random,in,0.00012,8.76193,0.26127216,0.26326874,7.131416350603104e-05,0.40655,0.00216095
random,in,0.000386,7.613043,0.21018941,0.20330414,0.0004033708828501,0.634134,0.00562611
random,in,0.000101,4.421363,0.29234272,0.28380138,0.0001845768711064,0.735224,0.00524936
random,in,0.000234,8.468366,0.22531483,0.233946,0.0001615781511645,0.248565,0.00522279
random,in,1.8e-05,9.349835,0.25080211,0.24933429,4.063441519974731e-05,0.591057,0.00162394
random,in,0.000391,4.668723,0.11302648,0.11504894,0.0003059839655179,0.453977,0.00418107
random,in,2.1e-05,9.302791,0.29922805,0.28581989,0.0001151640462921,0.894245,0.00844063
random,in,6.2e-05,9.108874,0.25221102,0.24161151,0.000102200290712,0.852791,0.00643057
random,in,8e-06,7.717576,0.26833796,0.26824874,0.0001248945627594,0.503185,0.00261197
random,in,0.000323,5.775812,0.36270306,0.37311238,0.0001917145855259,0.22609,0.00621859
random,in,8.6e-05,9.500246,0.21413201,0.23257783,0.0003840472490992,0.173288,0.01103682
random,in,4.6e-05,9.540359,0.33947738,0.3412056,8.683769556228071e-05,0.426435,0.00230523
random,in,0.0,9.926487,0.2705655,0.27223578,3.674413164844737e-05,0.391448,0.00159904
random,in,7e-06,9.93142,0.11838609,0.11493993,0.0002670029061846,0.583518,0.00410751
random,in,3.7e-05,9.269943,0.19328786,0.19068658,6.926222704350948e-05,0.622694,0.00226665
random,in,0.000256,4.300315,0.18488152,0.19768183,0.0003041242016479,0.231475,0.00766403
random,in,1.1e-05,10.133691,0.19598983,0.19612943,5.747282193624415e-05,0.492654,0.00177269
random,in,4e-06,9.484176,0.23648163,0.23048015,0.0001818848832044,0.67184,0.00419992
random,in,1.3e-05,9.642064,0.19062927,0.1871895,5.434070044429973e-05,0.679615,0.00235167
random,in,5.6e-05,9.747378,0.3256486,0.33459148,0.0002850212331395,0.298156,0.00579224
random,in,0.000242,6.897226,0.17193249,0.16898128,0.0001894773013191,0.584882,0.00346829
random,in,0.00027,4.75035,0.24070345,0.23047121,0.0003621898649726,0.704592,0.00659088
random,in,0.000199,4.636044,0.24643995,0.2453438,0.0001158265731646,0.540563,0.00255959
random,in,2.9e-05,9.337552,0.32293888,0.32931659,0.0001194152719108,0.279736,0.00399794
random,in,4e-06,9.391098,0.2676185,0.26890397,4.280036591808312e-05,0.422114,0.00162932
random,in,7.9e-05,9.385299,0.25668643,0.2456468,0.0002051914052572,0.779552,0.00658325
random,in,3.5e-05,9.842534,0.22565232,0.22134788,4.673270086641424e-05,0.735542,0.00264448
random,in,1.1e-05,9.457238,0.20352093,0.19687381,6.48814529995434e-05,0.795379,0.00395452
random,in,9.3e-05,9.041759,0.24632319,0.25122246,0.000174217231688,0.355251,0.00380184
random,in,6.5e-05,6.30506,0.22348376,0.21797541,0.0001418012252543,0.678165,0.00378162
random,in,4.5e-05,9.563201,0.33148712,0.32564741,0.0001451318094041,0.68607,0.00392304
random,in,4.5e-05,9.690276,0.31491797,0.31273258,9.691664308775216e-05,0.587838,0.00249339
random,in,3.9e-05,9.400228,0.29139322,0.30748346,0.0001468108384869,0.092096,0.01029352
random,in,0.000118,9.836642,0.21772531,0.21413235,3.715499406098388e-05,0.722219,0.00224575
random,in,0.000261,4.736306,0.11812852,0.13646844,0.0002661877369973,0.130486,0.01126949
random,in,0.000118,6.526221,0.24396258,0.25238019,0.000103395395854,0.203885,0.00500773
random,in,4e-06,7.919536,0.06453424,0.10322418,0.0020978089887648,0.199132,0.02301871
random,in,0.000501,4.78607,0.29611102,0.28629413,0.0001151097094407,0.819902,0.0058602
random,in,1.7e-05,8.006511,0.16512078,0.17626119,0.0002768654376268,0.25158,0.00675777
random,in,1.3e-05,9.991665,0.17217921,0.17344543,5.4177147831069306e-05,0.431707,0.0018068
random,in,0.00025,8.563757,0.09935935,0.12212811,0.0003519974998198,0.112453,0.01423082
random,in,0.000105,7.257085,0.20536368,0.20180757,0.0002903178683482,0.582662,0.00427688
random,in,3e-06,9.390743,0.31450094,0.30535552,0.0001226186286658,0.795568,0.00544079
random,in,8e-06,5.763225,0.1240807,0.12164192,0.0004709735221695,0.544737,0.00518085
random,in,5.2e-05,8.38493,0.30465038,0.31367844,0.0003057258727494,0.302812,0.00590558
random,in,4.1e-05,9.301106,0.26509511,0.26168388,3.735061909537762e-05,0.711634,0.0021687
random,in,5e-06,7.677656,0.19280155,0.19508384,0.0003880663134623,0.453883,0.00470902
random,in,1.9e-05,8.638157,0.1901948,0.18795733,0.000297142250929,0.551638,0.00414409
random,in,0.00029,5.150203,0.28138736,0.27058715,0.0001194365977426,0.838483,0.00649655
random,in,0.000127,6.192593,0.14339878,0.13210949,0.0004752576933242,0.697718,0.00737616
random,in,2.4e-05,9.713463,0.26207738,0.25493929,0.0001014453737298,0.760746,0.00429154
random,in,8e-06,9.737504,0.28277398,0.27569765,9.790938202058896e-05,0.762741,0.00424945
random,in,0.00041,4.227189,0.26484339,0.26414227,0.0001486811815993,0.522926,0.00286564
random,in,7.7e-05,4.980207,0.20986063,0.21443117,0.0001757380232447,0.365132,0.00372051
random,in,0.000317,8.242885,0.24600709,0.23370227,0.000176895991899,0.822558,0.00735153
random,in,1e-06,9.844918,0.22807892,0.24009344,0.0003665466792881,0.265152,0.0073871
random,in,0.000138,9.768435,0.21939125,0.21951196,0.0001623848220333,0.496221,0.00297844
random,in,2e-06,8.42574,0.30793172,0.29783797,0.0001409947290085,0.802355,0.00600583
random,in,0.000167,6.505394,0.18085573,0.20266807,0.0001774360716808,0.050763,0.01486353
random,in,4.6e-05,9.886125,0.35537079,0.35147423,0.0004067478585056,0.576601,0.00501257
random,in,6.4e-05,7.176405,0.1384125,0.14658818,0.0002785578544717,0.312119,0.0054669
random,in,2.7e-05,7.117584,0.31923379,0.30187875,0.0002031461772276,0.888321,0.0108559
random,in,7.2e-05,8.799473,0.26070734,0.26168245,0.0001203987485496,0.464594,0.0025988
random,in,4e-06,9.469862,0.17382085,0.17507662,6.540314643643796e-05,0.438301,0.00196758
random,in,5.3e-05,5.000613,0.23717545,0.25377086,0.0001937658234965,0.116591,0.01032894
random,in,0.000142,10.419012,0.17900966,0.14672348,0.0003248867578804,0.963372,0.02264298
random,in,1.8e-05,9.418583,0.22944113,0.2300899,5.676781438523904e-05,0.465691,0.00178303
random,in,0.000156,5.71982,0.24136011,0.23481748,0.0001984428090509,0.678836,0.00448299
random,in,0.000698,4.560051,0.26954137,0.26682574,0.0001366042124573,0.591866,0.00298197
random,in,0.000226,9.092507,0.15567021,0.1327889,0.0004556507919915,0.858123,0.01393394
random,in,0.000128,9.176659,0.29931862,0.30112848,7.788609218550846e-05,0.418756,0.00220998
random,in,7.4e-05,9.448516,0.38172827,0.37104493,6.783178832847625e-05,0.90271,0.00679116
random,in,0.000849,10.402396,0.13703046,0.11641793,0.0002445566642563,0.906261,0.01315965
random,in,1.4e-05,9.14393,0.31005676,0.29790357,0.0001795347343431,0.817801,0.0072505
random,in,3.1e-05,7.992078,0.19230094,0.18547772,0.0004480654606595,0.626404,0.00581667
random,in,0.000347,5.236833,0.18032091,0.18790467,0.000280624924926,0.325378,0.00526158
random,in,9.3e-05,6.074698,0.17898927,0.19346865,0.0005253094714134,0.263777,0.00888875
random,in,0.000116,7.290026,0.26671912,0.27083743,0.0001295906258746,0.358762,0.00324831
random,in,8.1e-05,9.490983,0.2477474,0.24317606,0.0002501325216144,0.613725,0.0042195
random,in,6e-06,9.641042,0.22225203,0.21613562,3.7914287531748414e-05,0.839726,0.00368155
random,in,6e-06,9.663014,0.22734249,0.22358653,4.602177796186879e-05,0.710093,0.00239441
random,in,3.1e-05,9.221608,0.25110678,0.23996082,0.0003518537560012,0.723813,0.0069507
random,in,2e-05,6.093032,0.25773123,0.2579025,0.0003153029538225,0.496152,0.00415033
random,in,3e-06,9.640253,0.35446485,0.35067248,5.544782470678911e-05,0.694727,0.00249447
random,in,0.000229,9.206779,0.19840154,0.20500171,0.0001859683252405,0.314197,0.00443698
random,in,5.9e-05,9.478058,0.19377704,0.19213195,6.684611435048282e-05,0.579733,0.00204229
random,in,4.5e-05,8.957004,0.30202441,0.28401443,0.0001164564746432,0.952432,0.01234714
random,in,0.000113,4.910708,0.128158,0.13516724,0.0002544987946748,0.330198,0.00493735
random,in,9e-06,10.015097,0.32351493,0.31731063,6.150676927063614e-05,0.785557,0.00369481
random,in,0.000241,8.515744,0.11050435,0.13092399,0.0002620388404466,0.103576,0.01288579
random,in,0.00011,9.289777,0.24684181,0.24798708,3.405625102459453e-05,0.422207,0.00145317
random,in,0.000228,8.750211,0.26396495,0.27336079,8.918818639358506e-05,0.159891,0.00565664
random,in,0.000119,8.990494,0.24311737,0.24354234,3.802988430834375e-05,0.47253,0.00145284
random,in,0.000455,10.416329,0.16059539,0.16549033,0.0003528942470438,0.397212,0.00489605
random,in,6.5e-05,9.058973,0.26615041,0.26990065,8.550440543331206e-05,0.34253,0.00275955
random,in,7e-06,9.283814,0.22288017,0.22011499,4.571493263938464e-05,0.65872,0.00202505
random,in,6.6e-05,9.677835,0.31794162,0.31439349,9.269763540942222e-05,0.643759,0.00276583
random,in,1.2e-05,9.168971,0.15867162,0.16404083,0.0003588967083487,0.388429,0.0050303
random,in,3.2e-05,9.593749,0.26729692,0.26744705,0.0001044319142238,0.494139,0.00238905
random,in,0.000187,4.834676,0.23755222,0.22657183,0.0001511300069978,0.814121,0.00654481
random,in,0.000208,7.72693,0.3105128,0.32869744,0.0002009865420404,0.099801,0.01152529
random,in,0.000228,6.568363,0.24433119,0.25190067,0.0001847976236604,0.288824,0.00481621
random,in,3.3e-05,9.509908,0.24071441,0.23340936,4.1258856072090566e-05,0.872288,0.00449957
random,in,0.000199,8.323007,0.22001226,0.20420992,0.0005962055292911,0.741241,0.0096495
random,in,6.7e-05,9.012164,0.2854552,0.28409117,7.510285649914294e-05,0.562534,0.00211072
random,in,1.4e-05,9.499452,0.18558323,0.18470013,8.627999341115355e-05,0.537871,0.00220419
random,in,0.000168,7.346027,0.21253704,0.20810938,0.0001409286342095,0.645415,0.00342555
random,in,8.3e-05,10.145148,0.17416393,0.1774538,7.015762821538374e-05,0.347244,0.00246641
random,in,7e-06,10.164856,0.19263733,0.19838908,4.280745270079933e-05,0.189672,0.00342569
random,in,0.000221,9.788397,0.3319586,0.3287971,5.78178878640756e-05,0.661214,0.00229395
random,in,5e-06,9.988338,0.29175074,0.29183218,7.182160334195942e-05,0.496166,0.00198082
random,in,1e-05,10.04149,0.23329001,0.23483947,4.797173460246995e-05,0.411491,0.00175632
random,in,8.6e-05,8.441105,0.2912253,0.28026947,7.826101500540972e-05,0.892222,0.00688159
random,in,1e-06,9.328665,0.27364367,0.27141553,4.554780025500804e-05,0.629356,0.00186802
random,in,3.3e-05,8.638133,0.15799513,0.16998234,7.907954568509012e-05,0.088831,0.00770061
random,in,5.4e-05,10.096986,0.26127211,0.26328629,0.0001256432733498,0.428697,0.00276351
random,in,2e-05,9.929625,0.22585694,0.22542629,4.473347507882863e-05,0.52567,0.00157408
random,in,5e-06,9.723065,0.24398829,0.23900864,3.914931221515872e-05,0.786943,0.00296481
random,in,0.000235,5.105737,0.2552375,0.26150304,0.0001350696402369,0.294905,0.00403184
random,in,0.000244,10.205051,0.22335407,0.20710449,0.0003121648333035,0.821137,0.00970388
random,in,5.3e-05,9.555577,0.36199838,0.35783607,0.000142110948218,0.636514,0.00335985
random,in,4.5e-05,6.476515,0.28170226,0.27063531,0.0001765484048519,0.797551,0.00658377
random,in,3.3e-05,9.83692,0.3254713,0.33422381,0.0001495202595833,0.237062,0.00525544
random,in,0.000105,8.510044,0.2326116,0.18967018,0.0002673707203939,0.995682,0.03376012
random,in,9.7e-05,5.423142,0.15597017,0.17656405,0.0002080439007841,0.076678,0.01345088
random,in,3.5e-05,9.159741,0.24768544,0.24711518,6.30506910965778e-05,0.528626,0.00187197
random,in,5.2e-05,9.189206,0.19752928,0.20183687,6.549262616317719e-05,0.297267,0.00278494
random,in,1.7e-05,7.657693,0.20904274,0.20813909,0.0001773443073034,0.52705,0.00313659
random,in,1.2e-05,8.992594,0.25070612,0.2566362,0.0001520126097602,0.315268,0.00399773
random,in,6.9e-05,9.091282,0.19504289,0.19941832,6.514963752124459e-05,0.293881,0.00281
random,in,0.000379,10.607197,0.20069074,0.19037798,0.0003092860279139,0.721197,0.00645563
random,in,0.000136,7.255278,0.19394583,0.20725921,0.0002382430539,0.194196,0.00792407
random,in,0.000255,5.958574,0.23162953,0.22573745,0.0004249029734637,0.6125,0.00548455
random,in,7.2e-05,8.053893,0.17643394,0.17017692,8.994305972009897e-05,0.745295,0.00380597
random,in,0.000315,6.748824,0.22714537,0.17740907,0.0002562271256465,0.999055,0.0407136
random,in,0.000168,7.305015,0.27651346,0.26422366,0.0003202538355253,0.753879,0.00742285
random,in,8.2e-05,8.900087,0.34915879,0.3427898,0.0001300407311646,0.711752,0.00404828
random,in,9.5e-05,7.935622,0.3978356,0.38214901,0.0002168642822653,0.856609,0.00954213
random,in,3e-06,9.76095,0.36809239,0.35430551,6.754431524313986e-05,0.953281,0.00946752
random,in,5.8e-05,7.218784,0.14950101,0.14272106,0.0002978649572469,0.652782,0.00508239
random,in,4.4e-05,8.757445,0.24765467,0.24726637,0.0001452726719435,0.51285,0.0028217
random,in,1.8e-05,10.021544,0.25028479,0.24472347,4.488385820877738e-05,0.79676,0.00330846
random,in,0.00017,8.934498,0.13805328,0.14959763,0.0002785901015158,0.244578,0.00696486
random,in,5.7e-05,8.186948,0.2046587,0.20224717,0.000233052051044,0.562759,0.00371926
random,in,3.1e-05,9.047508,0.2751906,0.27017775,7.303710299311206e-05,0.721251,0.00313771
random,in,0.000276,7.481712,0.10834576,0.14125668,0.0003473728429526,0.038715,0.02297528
random,in,7e-05,9.892464,0.34615531,0.33019137,0.0001947242708411,0.87369,0.00984527
random,in,0.003254,11.79476,0.13455263,0.1515677,0.0002492638886906,0.14058,0.01037152
random,in,6e-06,8.295898,0.21968257,0.20102389,0.0002124188322341,0.899766,0.01181975
random,in,0.000533,5.78501,0.25416895,0.24778378,0.000292823271593,0.645477,0.00493863
random,in,3.1e-05,7.341736,0.23979652,0.24066225,0.0001257057010661,0.469226,0.00264681
random,in,0.000203,8.672597,0.17201594,0.17482355,7.448225369444117e-05,0.37247,0.00237806
random,in,0.000182,8.044994,0.13860934,0.18139717,0.000471802719403,0.024426,0.03093276
random,in,0.0012,5.25885,0.18552349,0.18456945,0.0006774920038878,0.514619,0.00609672
random,in,0.000166,8.760904,0.11279519,0.12220893,0.0002585638721939,0.279128,0.00589571
random,in,1.6e-05,8.921854,0.24421084,0.25129473,9.23580228118226e-05,0.230527,0.00423958
random,in,0.000545,8.188118,0.15979488,0.15267971,0.0005581685109063,0.618355,0.00636964
random,in,3.2e-05,9.94021,0.30188194,0.30973044,8.289121615234762e-05,0.19433,0.00467132
random,in,9e-06,9.48852,0.3216663,0.31690201,7.917962648207322e-05,0.703819,0.00307351
random,in,6.3e-05,9.793467,0.2085149,0.20624344,3.756977821467444e-05,0.644526,0.00176444
random,in,0.000669,10.703102,0.12324308,0.10318877,0.0002638186851982,0.891525,0.01258705
random,in,3.8e-05,9.920395,0.26546401,0.26300427,4.779930168297142e-05,0.638996,0.00196118
random,in,2e-05,9.559045,0.34896776,0.34921092,0.0001003742072498,0.490318,0.00234367
random,in,3.4e-05,9.236728,0.17938931,0.17434621,6.106829096097499e-05,0.740647,0.00308135
random,in,0.000158,8.490822,0.28618692,0.26197773,0.0001401409390382,0.979574,0.01770828
random,in,1.2e-05,9.262698,0.26438556,0.26175705,0.000147288723383,0.585733,0.00306241
random,in,2.2e-05,9.100495,0.17997989,0.18490839,0.0001725569018162,0.35376,0.00379899
random,in,0.000379,6.468605,0.41474005,0.40955672,0.0002244352945126,0.635325,0.00420943
random,in,1.8e-05,9.850031,0.1095255,0.0872644,0.0002417433133814,0.923893,0.01455183
random,in,2.2e-05,9.589944,0.33986872,0.35030597,7.459336484316736e-05,0.113433,0.00651686
random,in,3.7e-05,8.114356,0.35814519,0.3436079,0.0002171909145545,0.838037,0.00874247
random,in,0.000282,10.393917,0.23306395,0.2394236,0.0002488328609615,0.343415,0.00469565
random,in,7.9e-05,9.050328,0.33234586,0.32525939,0.0001399895554641,0.725393,0.00440941
random,in,5.7e-05,8.566094,0.38951493,0.37065658,7.595113856950775e-05,0.984764,0.01403578
random,in,2.3e-05,10.257932,0.18037166,0.18626393,0.0004856844025198,0.394594,0.005775
random,in,6e-06,7.182665,0.30928317,0.31722665,0.0001631165796425,0.266984,0.00489451
random,in,0.000207,8.480652,0.10575631,0.09556747,0.0005328353145159,0.670537,0.00716003
random,in,6.1e-05,10.065026,0.21772864,0.21493427,7.456490857293829e-05,0.626882,0.00237562
random,in,6.8e-05,8.665548,0.15068774,0.14242749,0.0003268261498305,0.676134,0.00570486
random,in,6e-06,8.962454,0.30333954,0.29295206,0.0002389923174632,0.749183,0.00629701
random,in,0.000499,8.122341,0.25636902,0.26479989,0.0001585529826115,0.251571,0.00511413
random,in,0.000107,7.810669,0.15639362,0.1773171,0.0004737304407171,0.168195,0.01254559
random,in,8.7e-05,8.712892,0.22619285,0.23461151,0.0001762572210282,0.263002,0.0051637
random,in,0.000181,6.424525,0.18064117,0.17317064,0.0001847167295636,0.708726,0.0047743
random,in,0.0,9.947128,0.34193483,0.3467426,0.000190286169527,0.363721,0.00388549
random,in,4e-05,9.737557,0.1890826,0.20929492,0.0002742114011198,0.111119,0.0126506
random,in,2.4e-05,8.215041,0.12803061,0.12170091,0.0005541766877286,0.605989,0.00617631
random,in,8.6e-05,8.789259,0.19998612,0.23332377,0.0006553839193657,0.096419,0.02121419
random,in,4.6e-05,8.468062,0.25463901,0.27553114,0.0002213615371147,0.080128,0.01357903
random,in,1.6e-05,9.678492,0.32324604,0.31101426,8.435396011918783e-05,0.908536,0.00783135
random,in,0.000857,6.630911,0.18229366,0.1955134,0.0001527589047327,0.142401,0.00804729
random,in,3.4e-05,9.138992,0.29417223,0.28485441,0.0001221783750224,0.80038,0.00554355
random,in,0.000328,5.871759,0.1291407,0.14472382,0.0005168630741536,0.246535,0.00941485
random,in,0.000144,7.136728,0.12818812,0.13364848,0.0002718907780945,0.370266,0.00456827
random,in,8.4e-05,10.064152,0.2653915,0.26268303,0.0001240554120158,0.596064,0.00286437
random,in,3.2e-05,8.449579,0.16021763,0.16493633,0.0001666556345298,0.357361,0.00369742
random,in,0.000453,5.523365,0.26534569,0.28112841,0.0003684112161863,0.205461,0.00938978
random,in,0.000554,4.230595,0.12462776,0.10861826,0.0003113674465566,0.817871,0.00955133
random,in,4.6e-05,10.161697,0.25161184,0.25856993,8.983978477772325e-05,0.231444,0.00416601
random,in,4.2e-05,8.05353,0.10044903,0.08630149,0.0006024955655448,0.717819,0.00890216
random,in,9.5e-05,8.910689,0.31532868,0.30544209,0.0002260435430798,0.744597,0.0060176
random,in,0.000186,6.388379,0.12070501,0.14989451,0.0005888591986149,0.114512,0.01820543
random,in,1e-05,10.074877,0.24908369,0.24369684,4.20433389081154e-05,0.796951,0.00320466
random,in,2.8e-05,9.183627,0.19750656,0.20667455,5.71811651752796e-05,0.112679,0.0057288
random,in,2.2e-05,9.870893,0.22416605,0.22582576,3.304562414996326e-05,0.386398,0.00153326
